IdRodada,IdPartida,InicialDoTime,Treinador,Titular,NomeJogador,Posicao
211,1276,YUG,TIRNANIC Aleksandar (YUG),S,Vladimir BEARA,GK
211,1276,FRA,PIBAROT Pierre (FRA),S,Francois REMETTER,GK
211,1276,YUG,TIRNANIC Aleksandar (YUG),S,Branko STANKOVIC,
211,1276,FRA,PIBAROT Pierre (FRA),S,Lazare GIANESSI,
211,1276,YUG,TIRNANIC Aleksandar (YUG),S,Tomislav CRNKOVIC,
211,1276,FRA,PIBAROT Pierre (FRA),S,Raymond KAELBEL,
211,1276,YUG,TIRNANIC Aleksandar (YUG),S,Zlatko CAJKOVSKI,
211,1276,FRA,PIBAROT Pierre (FRA),S,Robert JONQUET,C
211,1276,YUG,TIRNANIC Aleksandar (YUG),S,Ivan HORVAT,
211,1276,FRA,PIBAROT Pierre (FRA),S,Jean-Jacques MARCEL,
211,1276,YUG,TIRNANIC Aleksandar (YUG),S,Vujadin BOSKOV,
211,1276,FRA,PIBAROT Pierre (FRA),S,Armand PENVERNE,
211,1276,YUG,TIRNANIC Aleksandar (YUG),S,Rajko MITIC,
211,1276,FRA,PIBAROT Pierre (FRA),S,Rene DEREUDDRE,
211,1276,YUG,TIRNANIC Aleksandar (YUG),S,Bernard VUKAS,
211,1276,FRA,PIBAROT Pierre (FRA),S,Leon GLOVACKI,
211,1276,YUG,TIRNANIC Aleksandar (YUG),S,Stjepan BOBEK,C
211,1276,FRA,PIBAROT Pierre (FRA),S,Raymond KOPA,
211,1276,YUG,TIRNANIC Aleksandar (YUG),S,Branko ZEBEC,
211,1276,FRA,PIBAROT Pierre (FRA),S,Andre STRAPPE,
211,1276,YUG,TIRNANIC Aleksandar (YUG),S,Milos MILUTINOVIC,
211,1276,FRA,PIBAROT Pierre (FRA),S,Jean VINCENT,
211,1276,YUG,TIRNANIC Aleksandar (YUG),N,Tihomir OGNJANOV,
211,1276,FRA,PIBAROT Pierre (FRA),N,Cesar RUMINSKI,
211,1276,YUG,TIRNANIC Aleksandar (YUG),N,Branko KRALJ,
211,1276,FRA,PIBAROT Pierre (FRA),N,Claude ABBES,
211,1276,YUG,TIRNANIC Aleksandar (YUG),N,Milan ZEKOVIC,
211,1276,FRA,PIBAROT Pierre (FRA),N,Jacques GRIMONPON,
211,1276,YUG,TIRNANIC Aleksandar (YUG),N,Lav MANTULA,
211,1276,FRA,PIBAROT Pierre (FRA),N,Roger MARCHE,
211,1276,YUG,TIRNANIC Aleksandar (YUG),N,Ljubomir SPAJIC,
211,1276,FRA,PIBAROT Pierre (FRA),N,Guillame BIEGANSKI,
211,1276,YUG,TIRNANIC Aleksandar (YUG),N,Sima MILOVANOV,
211,1276,FRA,PIBAROT Pierre (FRA),N,Antoine CUISSARD,
211,1276,YUG,TIRNANIC Aleksandar (YUG),N,Bruno BELIN,
211,1276,FRA,PIBAROT Pierre (FRA),N,Xerxes LOUIS,
211,1276,YUG,TIRNANIC Aleksandar (YUG),N,Zlatko PAPEC,
211,1276,FRA,PIBAROT Pierre (FRA),N,Abderrhamane MAHJOUB,
211,1276,YUG,TIRNANIC Aleksandar (YUG),N,Dionizije DVORNIC,
211,1276,FRA,PIBAROT Pierre (FRA),N,Abdelaziz BEN-TIFOUR,
211,1276,YUG,TIRNANIC Aleksandar (YUG),N,Toza VESELINOVIC,
211,1276,FRA,PIBAROT Pierre (FRA),N,Michel LEBLOND,
211,1276,YUG,TIRNANIC Aleksandar (YUG),N,Aleksandar PETAKOVIC,
211,1276,FRA,PIBAROT Pierre (FRA),N,Ernest SCHULTZ,
211,1283,FRG,HERBERGER Sepp (FRG),S,Toni TUREK,GK
211,1283,TUR,PUPPO Sandro (ITA),S,Turgay SEREN,GKC
211,1283,FRG,HERBERGER Sepp (FRG),S,Fritz LABAND,
211,1283,TUR,PUPPO Sandro (ITA),S,Ridvan BOLATLI,
211,1283,FRG,HERBERGER Sepp (FRG),S,Werner KOHLMEYER,
211,1283,TUR,PUPPO Sandro (ITA),S,Barsi DIRIMLILI,
211,1283,FRG,HERBERGER Sepp (FRG),S,Horst ECKEL,
211,1283,TUR,PUPPO Sandro (ITA),S,Mustafa ERTAN,
211,1283,FRG,HERBERGER Sepp (FRG),S,Jupp POSIPAL,
211,1283,TUR,PUPPO Sandro (ITA),S,Cetin ZEYBEK,
211,1283,FRG,HERBERGER Sepp (FRG),S,Karl MAI,
211,1283,TUR,PUPPO Sandro (ITA),S,Rober ERYOL,
211,1283,FRG,HERBERGER Sepp (FRG),S,Max MORLOCK,
211,1283,TUR,PUPPO Sandro (ITA),S,Erol KESKIN,
211,1283,FRG,HERBERGER Sepp (FRG),S,Berni KLODT,
211,1283,TUR,PUPPO Sandro (ITA),S,Suat MAMAT,
211,1283,FRG,HERBERGER Sepp (FRG),S,WALTER,
211,1283,TUR,PUPPO Sandro (ITA),S,Ismail FERIDUN,
211,1283,FRG,HERBERGER Sepp (FRG),S,Fritz WALTER,C
211,1283,TUR,PUPPO Sandro (ITA),S,Buhran SARGUN,
211,1283,FRG,HERBERGER Sepp (FRG),S,Hans SCHAEFER,
211,1283,TUR,PUPPO Sandro (ITA),S,Lefter KUCUKANDONYADIS,
211,1283,FRG,HERBERGER Sepp (FRG),N,Hans BAUER,
211,1283,TUR,PUPPO Sandro (ITA),N,Sukru ERSOY,
211,1283,FRG,HERBERGER Sepp (FRG),N,Herbert ERHARDT,
211,1283,TUR,PUPPO Sandro (ITA),N,Bulent EKEN,
211,1283,FRG,HERBERGER Sepp (FRG),N,Paul MEBUS,
211,1283,TUR,PUPPO Sandro (ITA),N,Beratligil ALI,
211,1283,FRG,HERBERGER Sepp (FRG),N,Werner LIEBRICH,
211,1283,TUR,PUPPO Sandro (ITA),N,Dincer MEHMET,
211,1283,FRG,HERBERGER Sepp (FRG),N,Karl-Heinz METZNER,
211,1283,TUR,PUPPO Sandro (ITA),N,Nedim GUNAR,
211,1283,FRG,HERBERGER Sepp (FRG),N,Helmut RAHN,
211,1283,TUR,PUPPO Sandro (ITA),N,Erdem NACI,
211,1283,FRG,HERBERGER Sepp (FRG),N,Richard HERRMANN,
211,1283,TUR,PUPPO Sandro (ITA),N,Kacmaz AKGUN,
211,1283,FRG,HERBERGER Sepp (FRG),N,Uli BIESINGER,
211,1283,TUR,PUPPO Sandro (ITA),N,Berman AHMET,
211,1283,FRG,HERBERGER Sepp (FRG),N,Alfred PFAFF,
211,1283,TUR,PUPPO Sandro (ITA),N,Onarici NECMI,
211,1283,FRG,HERBERGER Sepp (FRG),N,Heinz KUBSCH,
211,1283,TUR,PUPPO Sandro (ITA),N,Aytac KADRI,
211,1283,FRG,HERBERGER Sepp (FRG),N,Heinz KWIATKOWSKI,
211,1283,TUR,PUPPO Sandro (ITA),N,Coskun TAS,
211,1294,HUN,SEBES Gusztav (HUN),S,Gyula GROSICS,GK
211,1294,KOR,KIM Yong Shik (KOR),S,HONG Dook Jong,GK
211,1294,HUN,SEBES Gusztav (HUN),S,Jeno BUZANSZKY,
211,1294,KOR,KIM Yong Shik (KOR),S,PARK Kyu Chong,
211,1294,HUN,SEBES Gusztav (HUN),S,Gyula LORANT,
211,1294,KOR,KIM Yong Shik (KOR),S,PARK Yae Seung,
211,1294,HUN,SEBES Gusztav (HUN),S,Mihaly LANTOS,
211,1294,KOR,KIM Yong Shik (KOR),S,KANG Chang Gi,
211,1294,HUN,SEBES Gusztav (HUN),S,Jozsef BOZSIK,
211,1294,KOR,KIM Yong Shik (KOR),S,MIN Byung Dae,C
211,1294,HUN,SEBES Gusztav (HUN),S,Sandor KOCSIS,
211,1294,KOR,KIM Yong Shik (KOR),S,CHOI Chung Min,
211,1294,HUN,SEBES Gusztav (HUN),S,Ferenc PUSKAS,C
211,1294,KOR,KIM Yong Shik (KOR),S,WOO Sang Kwon,
211,1294,HUN,SEBES Gusztav (HUN),S,Zoltan CZIBOR,
211,1294,KOR,KIM Yong Shik (KOR),S,SUNG Nak Woon,
211,1294,HUN,SEBES Gusztav (HUN),S,Ferenc SZOJKA,
211,1294,KOR,KIM Yong Shik (KOR),S,CHUNG Nam Sik,
211,1294,HUN,SEBES Gusztav (HUN),S,Laszlo BUDAI,
211,1294,KOR,KIM Yong Shik (KOR),S,CHU Yung Kwang,
211,1294,HUN,SEBES Gusztav (HUN),S,Peter PALOTAS,
211,1294,KOR,KIM Yong Shik (KOR),S,PARK Il Kap,
211,1294,HUN,SEBES Gusztav (HUN),N,Jozsef ZAKARIAS,
211,1294,KOR,KIM Yong Shik (KOR),N,LEE Sang Yi,
211,1294,HUN,SEBES Gusztav (HUN),N,Jozsef TOTH,
211,1294,KOR,KIM Yong Shik (KOR),N,LI Sao Nam,
211,1294,HUN,SEBES Gusztav (HUN),N,Nandor HIDEGKUTI,
211,1294,KOR,KIM Yong Shik (KOR),N,HAN Heung Chul,
211,1294,HUN,SEBES Gusztav (HUN),N,Bela KARPATI,
211,1294,KOR,KIM Yong Shik (KOR),N,LI Jong Kap,
211,1294,HUN,SEBES Gusztav (HUN),N,Pal VARHIDI,
211,1294,KOR,KIM Yong Shik (KOR),N,HAN Chung Wa,
211,1294,HUN,SEBES Gusztav (HUN),N,Imre KOVACS,
211,1294,KOR,KIM Yong Shik (KOR),N,KIM Ji Sung,
211,1294,HUN,SEBES Gusztav (HUN),N,Ferenc MACHOS,
211,1294,KOR,KIM Yong Shik (KOR),N,CHOI Yung Keun,
211,1294,HUN,SEBES Gusztav (HUN),N,Lajos CSORDAS,
211,1294,KOR,KIM Yong Shik (KOR),N,LI Ki Joo,
211,1294,HUN,SEBES Gusztav (HUN),N,Mihaly TOTH,
211,1294,KOR,KIM Yong Shik (KOR),N,YUNG Kook Chin,
211,1294,HUN,SEBES Gusztav (HUN),N,Sandor GELLER,
211,1294,HUN,SEBES Gusztav (HUN),N,Geza GULYAS,
211,1240,ENG,WINTERBOTTOM Walter (ENG),S,Gilbert MERRICK,GK
211,1240,BEL,LIVINGSTONE Doug (SCO),S,Leopold GERNAEY,GK
211,1240,ENG,WINTERBOTTOM Walter (ENG),S,Ron STANIFORTH,
211,1240,BEL,LIVINGSTONE Doug (SCO),S,Marcel DRIES,
211,1240,ENG,WINTERBOTTOM Walter (ENG),S,Roger BYRNE,
211,1240,BEL,LIVINGSTONE Doug (SCO),S,Alfons VAN BRANDT,
211,1240,ENG,WINTERBOTTOM Walter (ENG),S,Billy WRIGHT,C
211,1240,BEL,LIVINGSTONE Doug (SCO),S,Constant HUYSMANS,
211,1240,ENG,WINTERBOTTOM Walter (ENG),S,Syd OWEN,
211,1240,BEL,LIVINGSTONE Doug (SCO),S,Louis CARRE,
211,1240,ENG,WINTERBOTTOM Walter (ENG),S,Jimmy DICKINSON,
211,1240,BEL,LIVINGSTONE Doug (SCO),S,Victor MEES,
211,1240,ENG,WINTERBOTTOM Walter (ENG),S,Stanley MATTHEWS,
211,1240,BEL,LIVINGSTONE Doug (SCO),S,Denis HOUF,
211,1240,ENG,WINTERBOTTOM Walter (ENG),S,Ivor BROADIS,
211,1240,BEL,LIVINGSTONE Doug (SCO),S,Rik COPPENS,
211,1240,ENG,WINTERBOTTOM Walter (ENG),S,Nat LOFTHOUSE,
211,1240,BEL,LIVINGSTONE Doug (SCO),S,Leopold ANOUL,
211,1240,ENG,WINTERBOTTOM Walter (ENG),S,Tommy TAYLOR,
211,1240,BEL,LIVINGSTONE Doug (SCO),S,Joseph MERMANS,C
211,1240,ENG,WINTERBOTTOM Walter (ENG),S,Tom FINNEY,
211,1240,BEL,LIVINGSTONE Doug (SCO),S,Pieter VAN DEN BOSCH,
211,1240,ENG,WINTERBOTTOM Walter (ENG),N,Ted BURGIN,
211,1240,BEL,LIVINGSTONE Doug (SCO),N,Jozef VLIERS,
211,1240,ENG,WINTERBOTTOM Walter (ENG),N,Ken GREEN,
211,1240,BEL,LIVINGSTONE Doug (SCO),N,Charles GEERTS,
211,1240,ENG,WINTERBOTTOM Walter (ENG),N,Bill McGARRY,
211,1240,BEL,LIVINGSTONE Doug (SCO),N,Henri DIRICKX,
211,1240,ENG,WINTERBOTTOM Walter (ENG),N,Dennis WILSHAW,
211,1240,BEL,LIVINGSTONE Doug (SCO),N,Robert VAN KERCKHOVEN,
211,1240,ENG,WINTERBOTTOM Walter (ENG),N,Albert QUIXALL,
211,1240,BEL,LIVINGSTONE Doug (SCO),N,Poly VAN DEN BOSCH,
211,1240,ENG,WINTERBOTTOM Walter (ENG),N,Jimmy MULLEN,
211,1240,BEL,LIVINGSTONE Doug (SCO),N,Raymond AUSLOOS,
211,1240,ENG,WINTERBOTTOM Walter (ENG),N,Allenby CHILTON,
211,1240,BEL,LIVINGSTONE Doug (SCO),N,Jeff VAN DER LINDEN,
211,1240,ENG,WINTERBOTTOM Walter (ENG),N,Ken ARMSTRONG,
211,1240,BEL,LIVINGSTONE Doug (SCO),N,Jo BACKAERT,
211,1240,ENG,WINTERBOTTOM Walter (ENG),N,Bedford JEZZARD,
211,1240,BEL,LIVINGSTONE Doug (SCO),N,Robert MAERTENS,
211,1240,ENG,WINTERBOTTOM Walter (ENG),N,John HAYNES,
211,1240,BEL,LIVINGSTONE Doug (SCO),N,Jean VAN STEEN,
211,1240,ENG,WINTERBOTTOM Walter (ENG),N,Harry HOOPER,
211,1240,BEL,LIVINGSTONE Doug (SCO),N,Luc VAN HOYWEGEN,
211,1300,SUI,RAPPAN Karl (AUT),S,Eugene PARLIER,GK
211,1300,ITA,CZEIZLER Lajos (HUN),S,Giorgio GHEZZI,GK
211,1300,SUI,RAPPAN Karl (AUT),S,Roger BOCQUET,C
211,1300,ITA,CZEIZLER Lajos (HUN),S,Guido VINCENZI,
211,1300,SUI,RAPPAN Karl (AUT),S,Marcel FLUECKIGER,
211,1300,ITA,CZEIZLER Lajos (HUN),S,Giovanni GIACOMAZZI,
211,1300,SUI,RAPPAN Karl (AUT),S,Andre NEURY,
211,1300,ITA,CZEIZLER Lajos (HUN),S,Maino NERI,
211,1300,SUI,RAPPAN Karl (AUT),S,Charles CASALI,
211,1300,ITA,CZEIZLER Lajos (HUN),S,Omero TOGNON,
211,1300,SUI,RAPPAN Karl (AUT),S,Willy KERNEN,
211,1300,ITA,CZEIZLER Lajos (HUN),S,Fulvio NESTI,
211,1300,SUI,RAPPAN Karl (AUT),S,Robert BALLAMAN,
211,1300,ITA,CZEIZLER Lajos (HUN),S,Ermes MUCCINELLI,
211,1300,SUI,RAPPAN Karl (AUT),S,Jackie FATTON,
211,1300,ITA,CZEIZLER Lajos (HUN),S,Egisto PANDOLFINI,
211,1300,SUI,RAPPAN Karl (AUT),S,Sepp HUEGI,
211,1300,ITA,CZEIZLER Lajos (HUN),S,Carlo GALLI,
211,1300,SUI,RAPPAN Karl (AUT),S,Eugen MEIER,
211,1300,ITA,CZEIZLER Lajos (HUN),S,Benito LORENZI,
211,1300,SUI,RAPPAN Karl (AUT),S,Roger VONLANTHEN,
211,1300,ITA,CZEIZLER Lajos (HUN),S,Giampiero BONIPERTI,C
211,1300,SUI,RAPPAN Karl (AUT),N,Walter EICH,
211,1300,ITA,CZEIZLER Lajos (HUN),N,Gino CAPPELLO,
211,1300,SUI,RAPPAN Karl (AUT),N,Georges STUBER,
211,1300,ITA,CZEIZLER Lajos (HUN),N,Giovanni VIOLA,
211,1300,SUI,RAPPAN Karl (AUT),N,Roger MATHIS,
211,1300,ITA,CZEIZLER Lajos (HUN),N,Ardico MAGNINI,
211,1300,SUI,RAPPAN Karl (AUT),N,Heinz BIGLER,
211,1300,ITA,CZEIZLER Lajos (HUN),N,Sergio CERVATO,
211,1300,SUI,RAPPAN Karl (AUT),N,Oliver EGGIMANN,
211,1300,ITA,CZEIZLER Lajos (HUN),N,Giacomo MARI,
211,1300,SUI,RAPPAN Karl (AUT),N,Norbert ESCHMANN,
211,1300,ITA,CZEIZLER Lajos (HUN),N,Rino FERRARIO,
211,1300,SUI,RAPPAN Karl (AUT),N,Gilbert FESSELET,
211,1300,ITA,CZEIZLER Lajos (HUN),N,Armando SEGATO,
211,1300,SUI,RAPPAN Karl (AUT),N,Ivo FROSIO,
211,1300,ITA,CZEIZLER Lajos (HUN),N,Gino PIVATELLI,
211,1300,SUI,RAPPAN Karl (AUT),N,Kiki ANTENEN,
211,1300,ITA,CZEIZLER Lajos (HUN),N,Guido GRATTON,
211,1300,SUI,RAPPAN Karl (AUT),N,Marcel MAURON,
211,1300,ITA,CZEIZLER Lajos (HUN),N,Amleto FRIGNANI,
211,1300,SUI,RAPPAN Karl (AUT),N,Ferdinando RIVA,
211,1300,ITA,CZEIZLER Lajos (HUN),N,Leonardo COSTAGLIOLA,
211,1313,URU,LOPEZ Juan (URU),S,Roque MASPOLI,GK
211,1313,SCO,BATTIE Andy (SCO),S,Fred MARTIN,GK
211,1313,URU,LOPEZ Juan (URU),S,Jose SANTAMARIA,
211,1313,SCO,BATTIE Andy (SCO),S,Willie CUNNINGHAM,C
211,1313,URU,LOPEZ Juan (URU),S,William MARTINEZ,
211,1313,SCO,BATTIE Andy (SCO),S,John AIRD,
211,1313,URU,LOPEZ Juan (URU),S,Victor RODRIGUEZ ANDRADE,
211,1313,SCO,BATTIE Andy (SCO),S,Tommy DOCHERTY,
211,1313,URU,LOPEZ Juan (URU),S,Obdulio VARELA,C
211,1313,SCO,BATTIE Andy (SCO),S,Jimmy DAVIDSON,
211,1313,URU,LOPEZ Juan (URU),S,Julio ABBADIE,
211,1313,SCO,BATTIE Andy (SCO),S,Doug COWIE,
211,1313,URU,LOPEZ Juan (URU),S,Oscar MIGUEZ,
211,1313,SCO,BATTIE Andy (SCO),S,John MACKENZIE,
211,1313,URU,LOPEZ Juan (URU),S,Juan SCHIAFFINO,
211,1313,SCO,BATTIE Andy (SCO),S,Allan BROWN,
211,1313,URU,LOPEZ Juan (URU),S,Carlos BORGES,
211,1313,SCO,BATTIE Andy (SCO),S,Neil MOCHAN,
211,1313,URU,LOPEZ Juan (URU),S,Luis CRUZ,
211,1313,SCO,BATTIE Andy (SCO),S,Willie FERNIE,
211,1313,URU,LOPEZ Juan (URU),S,Javier AMBROIS,
211,1313,SCO,BATTIE Andy (SCO),S,Willie ORMOND,
211,1313,URU,LOPEZ Juan (URU),N,Roberto LEOPARDI,
211,1313,SCO,BATTIE Andy (SCO),N,Bobby EVANS,
211,1313,URU,LOPEZ Juan (URU),N,Juan HOHBERG,
211,1313,SCO,BATTIE Andy (SCO),N,George HAMILTON,
211,1313,URU,LOPEZ Juan (URU),N,Julio MACEIRAS,
211,1313,SCO,BATTIE Andy (SCO),N,John ANDERSON,
211,1313,URU,LOPEZ Juan (URU),N,Mirto DAVOINE,
211,1313,SCO,BATTIE Andy (SCO),N,Robert JOHNSTONE,
211,1313,URU,LOPEZ Juan (URU),N,Eusebio TEJERA,
211,1313,SCO,BATTIE Andy (SCO),N,Jackie HENDERSON,
211,1313,URU,LOPEZ Juan (URU),N,Urbano RIVERA,
211,1313,SCO,BATTIE Andy (SCO),N,Davie MATHERS,
211,1313,URU,LOPEZ Juan (URU),N,Nestor CARBALLO,
211,1313,SCO,BATTIE Andy (SCO),N,Alex WILSON,
211,1313,URU,LOPEZ Juan (URU),N,Rafael SOUTO,
211,1313,SCO,BATTIE Andy (SCO),N,Jimmy BINNING,
211,1313,URU,LOPEZ Juan (URU),N,Omar MENDEZ,
211,1313,SCO,BATTIE Andy (SCO),N,Bobby COMBE,
211,1313,URU,LOPEZ Juan (URU),N,Julio PEREZ,
211,1313,SCO,BATTIE Andy (SCO),N,Ernie COPLAND,
211,1313,URU,LOPEZ Juan (URU),N,Luis Ernesto CASTRO,
211,1313,SCO,BATTIE Andy (SCO),N,Ian McMILLAN,
211,1238,AUT,NAUSCH Walter (AUT),S,Kurt SCHMIED,GK
211,1238,TCH,CEJP Josef (TCH),S,Imrich STACHO,GK
211,1238,AUT,NAUSCH Walter (AUT),S,Gerhard HANAPPI,
211,1238,TCH,CEJP Josef (TCH),S,Frantisek SAFRANEK,
211,1238,AUT,NAUSCH Walter (AUT),S,Ernst HAPPEL,
211,1238,TCH,CEJP Josef (TCH),S,Svatopluk PLUSKAL,
211,1238,AUT,NAUSCH Walter (AUT),S,Leopold BARSCHANDT,
211,1238,TCH,CEJP Josef (TCH),S,Ladislav NOVAK,C
211,1238,AUT,NAUSCH Walter (AUT),S,Ernst OCWIRK,C
211,1238,TCH,CEJP Josef (TCH),S,Jiri TRNKA,
211,1238,AUT,NAUSCH Walter (AUT),S,Karl KOLLER,
211,1238,TCH,CEJP Josef (TCH),S,Vladislav HLAVACEK,
211,1238,AUT,NAUSCH Walter (AUT),S,Robert KOERNER,
211,1238,TCH,CEJP Josef (TCH),S,Otto HEMELE,
211,1238,AUT,NAUSCH Walter (AUT),S,Theodor WAGNER,
211,1238,TCH,CEJP Josef (TCH),S,Emil PAZICKY,
211,1238,AUT,NAUSCH Walter (AUT),S,Erich PROBST,
211,1238,TCH,CEJP Josef (TCH),S,Jan HERTL,
211,1238,AUT,NAUSCH Walter (AUT),S,Alfred KOERNER,
211,1238,TCH,CEJP Josef (TCH),S,Ladislav KACANI,
211,1238,AUT,NAUSCH Walter (AUT),S,Ernst STOJASPAL,
211,1238,TCH,CEJP Josef (TCH),S,Tadeas KRAUS,
211,1238,AUT,NAUSCH Walter (AUT),N,Walter SCHLEGER,
211,1238,TCH,CEJP Josef (TCH),N,Theodor REIMANN,
211,1238,AUT,NAUSCH Walter (AUT),N,Karl STOTZ,
211,1238,TCH,CEJP Josef (TCH),N,Michal BENEDIKOVIC,
211,1238,AUT,NAUSCH Walter (AUT),N,Walter KOLLMANN,
211,1238,TCH,CEJP Josef (TCH),N,Anton MALATINSKY,
211,1238,AUT,NAUSCH Walter (AUT),N,Karl GIESSER,
211,1238,TCH,CEJP Josef (TCH),N,Jiri PESEK,
211,1238,AUT,NAUSCH Walter (AUT),N,Franz PELIKAN,
211,1238,TCH,CEJP Josef (TCH),N,Anton KRASNOHORSKY,
211,1238,AUT,NAUSCH Walter (AUT),N,Walter ZEMAN,
211,1238,TCH,CEJP Josef (TCH),N,Jiri HLEDIK,
211,1238,AUT,NAUSCH Walter (AUT),N,Alfred TEINITZER,
211,1238,TCH,CEJP Josef (TCH),N,Zdenek PROCHAZKA,
211,1238,AUT,NAUSCH Walter (AUT),N,Johann RIEGLER,
211,1238,TCH,CEJP Josef (TCH),N,Josef MAJER,
211,1238,AUT,NAUSCH Walter (AUT),N,Robert DIENST,
211,1238,TCH,CEJP Josef (TCH),N,Jaroslav KOSNAR,
211,1238,AUT,NAUSCH Walter (AUT),N,Paul HALLA,
211,1238,TCH,CEJP Josef (TCH),N,Kazimir GAJDOS,
211,1238,AUT,NAUSCH Walter (AUT),N,Walter HAUMMER,
211,1238,TCH,CEJP Josef (TCH),N,Viliam SCHROJF,
211,1275,FRA,PIBAROT Pierre (FRA),S,Francois REMETTER,GK
211,1275,MEX,LOPEZ Antonio (ESP),S,Antonio CARBAJAL,GK
211,1275,FRA,PIBAROT Pierre (FRA),S,Lazare GIANESSI,
211,1275,MEX,LOPEZ Antonio (ESP),S,Narciso LOPEZ,
211,1275,FRA,PIBAROT Pierre (FRA),S,Raymond KAELBEL,
211,1275,MEX,LOPEZ Antonio (ESP),S,Jorge ROMO,
211,1275,FRA,PIBAROT Pierre (FRA),S,Roger MARCHE,C
211,1275,MEX,LOPEZ Antonio (ESP),S,Saturnino MARTINEZ,
211,1275,FRA,PIBAROT Pierre (FRA),S,Jean-Jacques MARCEL,
211,1275,MEX,LOPEZ Antonio (ESP),S,Raul CARDENAS,
211,1275,FRA,PIBAROT Pierre (FRA),S,Abderrhamane MAHJOUB,
211,1275,MEX,LOPEZ Antonio (ESP),S,Rafael AVALOS,
211,1275,FRA,PIBAROT Pierre (FRA),S,Abdelaziz BEN-TIFOUR,
211,1275,MEX,LOPEZ Antonio (ESP),S,Alfredo TORRES,
211,1275,FRA,PIBAROT Pierre (FRA),S,Rene DEREUDDRE,
211,1275,MEX,LOPEZ Antonio (ESP),S,Jose NARANJO,C
211,1275,FRA,PIBAROT Pierre (FRA),S,Raymond KOPA,
211,1275,MEX,LOPEZ Antonio (ESP),S,Jose LAMADRID,
211,1275,FRA,PIBAROT Pierre (FRA),S,Andre STRAPPE,
211,1275,MEX,LOPEZ Antonio (ESP),S,Tomas BALCAZAR,
211,1275,FRA,PIBAROT Pierre (FRA),S,Jean VINCENT,
211,1275,MEX,LOPEZ Antonio (ESP),S,Raul ARELLANO,
211,1275,FRA,PIBAROT Pierre (FRA),N,Cesar RUMINSKI,
211,1275,MEX,LOPEZ Antonio (ESP),N,Salvador MOTA,
211,1275,FRA,PIBAROT Pierre (FRA),N,Claude ABBES,
211,1275,MEX,LOPEZ Antonio (ESP),N,Sergio BRAVO,
211,1275,FRA,PIBAROT Pierre (FRA),N,Jacques GRIMONPON,
211,1275,MEX,LOPEZ Antonio (ESP),N,Juan GOMEZ,
211,1275,FRA,PIBAROT Pierre (FRA),N,Guillame BIEGANSKI,
211,1275,MEX,LOPEZ Antonio (ESP),N,Carlos BLANCO,
211,1275,FRA,PIBAROT Pierre (FRA),N,Antoine CUISSARD,
211,1275,MEX,LOPEZ Antonio (ESP),N,Pedro NAJERA,
211,1275,FRA,PIBAROT Pierre (FRA),N,Robert JONQUET,
211,1275,MEX,LOPEZ Antonio (ESP),N,Carlos SEPTIEN,
211,1275,FRA,PIBAROT Pierre (FRA),N,Xerxes LOUIS,
211,1275,MEX,LOPEZ Antonio (ESP),N,Carlos CARUS,
211,1275,FRA,PIBAROT Pierre (FRA),N,Armand PENVERNE,
211,1275,MEX,LOPEZ Antonio (ESP),N,Moises JINICH,
211,1275,FRA,PIBAROT Pierre (FRA),N,Leon GLOVACKI,
211,1275,MEX,LOPEZ Antonio (ESP),N,Jose ROCA,
211,1275,FRA,PIBAROT Pierre (FRA),N,Michel LEBLOND,
211,1275,MEX,LOPEZ Antonio (ESP),N,Mario OCHOA,
211,1275,FRA,PIBAROT Pierre (FRA),N,Ernest SCHULTZ,
211,1275,MEX,LOPEZ Antonio (ESP),N,Ranulfo CORTES,
211,1252,BRA,MOREIRA Zeze (BRA),S,CASTILHO,GK
211,1252,YUG,TIRNANIC Aleksandar (YUG),S,Vladimir BEARA,GK
211,1252,BRA,MOREIRA Zeze (BRA),S,DJALMA SANTOS,
211,1252,YUG,TIRNANIC Aleksandar (YUG),S,Branko STANKOVIC,
211,1252,BRA,MOREIRA Zeze (BRA),S,NILTON SANTOS,
211,1252,YUG,TIRNANIC Aleksandar (YUG),S,Tomislav CRNKOVIC,
211,1252,BRA,MOREIRA Zeze (BRA),S,BRANDAOZINHO,
211,1252,YUG,TIRNANIC Aleksandar (YUG),S,Zlatko CAJKOVSKI,
211,1252,BRA,MOREIRA Zeze (BRA),S,PINHEIRO,
211,1252,YUG,TIRNANIC Aleksandar (YUG),S,Ivan HORVAT,
211,1252,BRA,MOREIRA Zeze (BRA),S,BAUER,C
211,1252,YUG,TIRNANIC Aleksandar (YUG),S,Vujadin BOSKOV,
211,1252,BRA,MOREIRA Zeze (BRA),S,JULINHO,
211,1252,YUG,TIRNANIC Aleksandar (YUG),S,Rajko MITIC,C
211,1252,BRA,MOREIRA Zeze (BRA),S,DIDI,
211,1252,YUG,TIRNANIC Aleksandar (YUG),S,Bernard VUKAS,
211,1252,BRA,MOREIRA Zeze (BRA),S,BALTAZAR,
211,1252,YUG,TIRNANIC Aleksandar (YUG),S,Branko ZEBEC,
211,1252,BRA,MOREIRA Zeze (BRA),S,PINGA,
211,1252,YUG,TIRNANIC Aleksandar (YUG),S,Milos MILUTINOVIC,
211,1252,BRA,MOREIRA Zeze (BRA),S,RODRIGUES,
211,1252,YUG,TIRNANIC Aleksandar (YUG),S,Dionizije DVORNIC,
